CDS,Length,rawseq.p1,avsims.p1,sdsims.p1,z.score.p1,rawseq.m1,avsims.m1,sdsims.m1,z.score.m1,highest.exp,lowest.exp
BSU10550,1326,0.028657617,0.028253394,0.0018667,0.216544402,0.03092006,0.034064857,0.002854569,-1.101671305,n,n
BSU10560,990,0.031313131,0.031520202,0.002081205,-0.099495722,0.032323232,0.036967676,0.003080012,-1.507930455,n,n
BSU10570,1155,0.021645022,0.02350303,0.002265941,-0.819972215,0.006926407,0.008334199,0.001993868,-0.706060901,n,n
BSU10580,1206,0.028192371,0.024569652,0.002362669,1.533316614,0.006633499,0.009588723,0.002216126,-1.333509012,n,n
BSU10590,1728,0.012152778,0.014637731,0.001594658,-1.558299054,0.024305556,0.022506366,0.002256375,0.797380874,n,y
BSU10600,327,0.006116208,0.007262997,0.001481239,-0.774209241,0.024464832,0.028620795,0.00453623,-0.916171053,n,n
BSU10610,438,0.006849315,0.007780822,0.002178478,-0.427595368,0.01826484,0.025534246,0.004271081,-1.702006162,n,n
BSU10620,3501,0.017709226,0.015877178,0.00116863,1.567688463,0.023707512,0.022179377,0.001524486,1.002393429,n,n
BSU10630,3699,0.016490943,0.01452717,0.001076638,1.82398762,0.025682617,0.024933225,0.00165249,0.453492715,n,n
BSU10640,1176,0.014455782,0.015505102,0.001996898,-0.525474965,0.028061224,0.025635204,0.002750933,0.881889787,n,n
BSU10650,3393,0.016504568,0.015729148,0.001156366,0.670566246,0.024756852,0.024499263,0.001680307,0.15329873,n,n
BSU10660,303,0.00990099,0.011980198,0.003579415,-0.580879301,0.01980198,0.022693069,0.003837442,-0.753389576,n,n
BSU10670,219,0.01826484,0.022159817,0.003055743,-1.274641852,0.00913242,0.01452968,0.005894732,-0.915607321,n,n
BSU10680,402,0.009950249,0.011885572,0.003380306,-0.572529052,0.019900498,0.02568408,0.004049477,-1.428229439,n,n
BSU10690,177,0.011299435,0.018344633,0.004229943,-1.665553839,0.016949153,0.018508475,0.006852936,-0.227540732,n,n
BSU10700,618,0.019417476,0.018514563,0.002087504,0.43253224,0.022653722,0.02414725,0.003687142,-0.40506385,n,n
BSU10710,234,0.008547009,0.007897436,0.002617923,0.248125404,0.008547009,0.015200855,0.004700779,-1.415477398,n,n
BSU10720,222,0.009009009,0.007054054,0.002664878,0.733600184,0.027027027,0.031851352,0.005530582,-0.872299661,n,n
BSU10730,171,0.035087719,0.034561404,0.003727612,0.141193753,0.029239766,0.026578947,0.006046467,0.44006178,n,n
BSU10740,924,0.016233766,0.015875541,0.002313591,0.154835016,0.021645022,0.021974026,0.003172339,-0.103710219,n,n
BSU10750,906,0.01214128,0.01262362,0.001755821,-0.274709262,0.029801325,0.025727373,0.003059447,1.331597483,n,n
BSU10760,357,0.022408964,0.023361345,0.003441972,-0.27669621,0.00280112,0.004504202,0.002297959,-0.741128171,n,n
BSU10770,2685,0.02122905,0.020673371,0.001286177,0.432039761,0.020856611,0.026757169,0.00189887,-3.107405645,n,n
BSU10780,588,0.005102041,0.009598639,0.002282377,-1.970138382,0.015306122,0.018013605,0.003781665,-0.715950044,n,n
BSU10790,1845,0.011382114,0.011926287,0.001441067,-0.377618228,0.020054201,0.023661247,0.002338462,-1.54248631,n,n
BSU10800,480,0.022916667,0.021908333,0.003300788,0.30548272,0.03125,0.032858333,0.004734799,-0.339683485,n,n
BSU10810,825,0.015757576,0.017174545,0.002428618,-0.583446748,0.021818182,0.020499394,0.002957727,0.445878834,n,n
BSU10820,1368,0.024853801,0.02344883,0.001763156,0.796849695,0.009502924,0.012331871,0.002117549,-1.335953459,n,y
BSU10830,864,0.012731481,0.011891204,0.002151776,0.390504107,0.020833333,0.020543982,0.002595931,0.111463286,n,n
BSU10840,1014,0.019723866,0.019993097,0.002053748,-0.131092354,0.016765286,0.024679487,0.002929708,-2.701361702,n,n
BSU10850,1029,0.019436346,0.017537415,0.001969217,0.964307676,0.018464529,0.020896016,0.003015708,-0.806273949,n,n
BSU10860,510,0.015686275,0.015362745,0.002932019,0.110343723,0.015686275,0.022041176,0.004033286,-1.575613716,n,n
BSU10870,663,0.021116139,0.02258371,0.002879983,-0.509576494,0.007541478,0.010568627,0.002785394,-1.086793753,n,n
BSU10880,1455,0.013745704,0.014859794,0.001686215,-0.660704668,0.017182131,0.019899656,0.002345802,-1.158463288,n,n
BSU10890,639,0.012519562,0.015079812,0.002439475,-1.049508681,0.020344288,0.022890454,0.003517098,-0.723939445,n,n
BSU10900,807,0.017348203,0.016047088,0.002017259,0.64499149,0.024783147,0.027104089,0.003331029,-0.696764352,n,n
BSU10910,600,0.01,0.008855,0.002000327,0.572406302,0.028333333,0.026473333,0.004233792,0.439322516,n,n
BSU10920,1170,0.011111111,0.012232479,0.001810906,-0.619230094,0.011965812,0.016717949,0.002669371,-1.780245932,n,n
BSU10930,711,0.015471167,0.017308017,0.002252517,-0.815465508,0.012658228,0.014751055,0.003020627,-0.692845231,n,n
BSU10940,687,0.026200873,0.021478894,0.002438852,1.936148311,0.018922853,0.019678311,0.003119285,-0.242189443,n,n
BSU10950,759,0.021080369,0.017544137,0.002203433,1.604873755,0.028985507,0.028963109,0.003468776,0.006457032,n,n
BSU10960,630,0.020634921,0.025146032,0.003104326,-1.453169312,0.014285714,0.012549206,0.002874043,0.604203967,n,n
BSU10970,1116,0.009856631,0.009267921,0.001621499,0.36306524,0.011648746,0.017150538,0.002506756,-2.19478595,n,n
BSU10980,1269,0.026004728,0.023777778,0.002215117,1.005342187,0.010244287,0.011710796,0.002086204,-0.702955823,n,n
BSU10990,849,0.014134276,0.013872792,0.002232436,0.11712964,0.017667845,0.019899882,0.003118314,-0.715783289,n,n
BSU11000,450,0.008888889,0.009728889,0.002674585,-0.314067367,0.011111111,0.020066667,0.003667558,-2.441830846,n,n
BSU11010,1839,0.013594345,0.013717238,0.001551525,-0.079207618,0.028276237,0.02460522,0.002292558,1.601275568,n,n
BSU11020,492,0.016260163,0.01678252,0.002790433,-0.187195768,0.026422764,0.031243903,0.00425472,-1.133127206,n,n
BSU11030,897,0.028985507,0.024749164,0.002260135,1.874376553,0.02006689,0.02148049,0.003047712,-0.463823355,n,n
BSU11040,585,0.020512821,0.017916239,0.002604783,0.996851343,0.032478632,0.036213675,0.004075573,-0.916446003,n,n
BSU11055,930,0.019354839,0.021689247,0.00243374,-0.959185485,0.005376344,0.014117204,0.002446215,-3.573217999,n,n
BSU11070,537,0.016759777,0.014774674,0.002962108,0.670165547,0.014897579,0.017270019,0.003801388,-0.624098338,n,n
BSU11079,348,0.020114943,0.024433908,0.00297669,-1.450928822,0.011494253,0.016956897,0.003712203,-1.471536898,n,n
BSU11080,588,0.020408163,0.021159864,0.003001954,-0.250403848,0.013605442,0.017578231,0.003585795,-1.107924305,n,n
BSU11090,294,0.020408163,0.0315,0.004738548,-2.340767074,0.013605442,0.021166667,0.00442826,-1.707493287,n,n
BSU11100,1617,0.009894867,0.011200989,0.0014473,-0.902454292,0.024118738,0.026066172,0.002422328,-0.803951368,n,n
BSU11110,852,0.014084507,0.015396714,0.002091459,-0.627411926,0.021126761,0.022180751,0.003091678,-0.340911958,n,n
BSU11120,843,0.023724792,0.027431791,0.002597342,-1.427228115,0.008303677,0.010836299,0.002486345,-1.018612592,n,n
BSU11130,360,0.011111111,0.008708333,0.003007125,0.799028208,0.038888889,0.041686111,0.00423397,-0.660661808,n,n
BSU11139,198,0.015151515,0.013560606,0.002347214,0.677786156,0.01010101,0.011191919,0.003279975,-0.332596792,n,n
BSU11140,813,0.018450185,0.023126691,0.002367414,-1.975364467,0.025830258,0.023815498,0.003149291,0.639750409,n,n
BSU11150,768,0.014322917,0.015174479,0.002371652,-0.359058707,0.022135417,0.022885417,0.003178306,-0.235974783,n,n
BSU11160,309,0.029126214,0.025016181,0.003824384,1.074691561,0.029126214,0.028488674,0.004159354,0.153278609,n,n
BSU11170,1431,0.022361985,0.020422781,0.001654278,1.172235373,0.0174703,0.01805311,0.002227074,-0.261693163,n,n
BSU11180,495,0.024242424,0.020224242,0.002777884,1.446489988,0.008080808,0.009278788,0.003134738,-0.38216269,n,n
BSU11190,1038,0.024084778,0.02205684,0.00204967,0.989397197,0.023121387,0.026941233,0.00288354,-1.324707179,n,n
BSU11200,1221,0.018837019,0.017941032,0.001798072,0.498304264,0.01965602,0.017722359,0.002370729,0.8156398,n,n
BSU11210,777,0.024453024,0.02502574,0.002232116,-0.256579921,0.015444015,0.013795367,0.002957673,0.557413792,n,n
BSU11220,1158,0.012953368,0.014610535,0.001852738,-0.894442592,0.022452504,0.019158895,0.002571064,1.281029559,n,n
BSU11230,1062,0.015065913,0.017135593,0.001854459,-1.116056262,0.02354049,0.021840866,0.002895297,0.587029207,n,n
BSU11240,3093,0.019075331,0.016923699,0.001087174,1.979105124,0.022308438,0.022637892,0.001748447,-0.188426644,n,n
BSU11250,960,0.021875,0.020740625,0.002209114,0.513497811,0.026041667,0.01976875,0.002838028,2.210308183,n,n
BSU11260,180,0.005555556,0.008172222,0.004111512,-0.636424374,0.016666667,0.011283333,0.005552883,0.969466536,n,n
BSU11270,186,0.021505376,0.029005376,0.005128381,-1.462449917,0.005376344,0.008451613,0.004783459,-0.64289653,n,n
BSU11280,735,0.014965986,0.014009524,0.002219586,0.430919145,0.017687075,0.023393197,0.003272144,-1.743848228,n,n
BSU11290,558,0.017921147,0.013286738,0.002812574,1.647746532,0.025089606,0.023392473,0.003804477,0.446088334,n,n
BSU11300,954,0.016771488,0.017001048,0.002061797,-0.111339895,0.028301887,0.029661426,0.00312919,-0.434469918,n,n
BSU11310,192,0.015625,0.017411458,0.002473693,-0.722182764,0.041666667,0.032890625,0.00466015,1.883210059,n,n
BSU11320,240,0.0125,0.0135,0.001780403,-0.561670441,0.0125,0.022225,0.005197489,-1.871095934,n,n
BSU11330,939,0.019169329,0.016731629,0.001931893,1.261818906,0.020234292,0.022667732,0.003163961,-0.769111804,n,n
BSU11340,1242,0.015297907,0.014464573,0.001419648,0.587000277,0.031400966,0.025555555,0.002685342,2.176784579,n,n
BSU11350,786,0.015267176,0.014880407,0.002294608,0.168555498,0.01653944,0.021608142,0.003225679,-1.571359481,n,n
BSU11360,987,0.025329281,0.022669706,0.002181264,1.21928162,0.023302938,0.02244073,0.00298834,0.288524103,n,n
BSU11370,990,0.018181818,0.016728283,0.002197059,0.661582191,0.019191919,0.022830303,0.003043855,-1.19532121,n,n
BSU11381,465,0.030107527,0.028423656,0.003414165,0.493201455,0.023655914,0.027215054,0.004239266,-0.839565138,n,n
BSU11382,1167,0.013710368,0.013297344,0.001640986,0.251692783,0.038560411,0.036612682,0.003085718,0.631207718,n,n
BSU11390,951,0.027339642,0.028153523,0.002242849,-0.362878008,0.010515247,0.01591693,0.002599275,-2.078149919,n,n
BSU11400,912,0.026315789,0.024394737,0.002515189,0.763780506,0.015350877,0.015650219,0.002699358,-0.11089377,n,n
BSU11410,753,0.02124834,0.018229748,0.002631493,1.147102729,0.022576361,0.021414343,0.003018596,0.384953143,n,n
BSU11420,993,0.022155086,0.016110775,0.001963565,3.078233162,0.024169184,0.027812689,0.003031057,-1.202057534,n,n
BSU11430,1638,0.016483516,0.015824176,0.001406924,0.468639541,0.037240537,0.0346337,0.002548687,1.022815779,n,n
BSU11440,936,0.021367521,0.021149573,0.002460442,0.088580977,0.012820513,0.01455235,0.002727997,-0.634838304,n,n
BSU11450,918,0.015250545,0.01588671,0.00227335,-0.279836019,0.016339869,0.019899782,0.002848331,-1.249824023,n,n
BSU11460,1077,0.027855153,0.024523677,0.002090544,1.59359268,0.020427112,0.021566388,0.002714034,-0.419772162,n,n
BSU11470,918,0.015250545,0.016765795,0.001948436,-0.777675303,0.02832244,0.025953159,0.00326786,0.725025193,n,n
BSU11480,1218,0.020525452,0.018801314,0.002192153,0.786504415,0.009031199,0.012848933,0.002147922,-1.777407715,n,y
BSU11490,579,0.017271157,0.016193437,0.002377228,0.453351539,0.031088083,0.031982729,0.003563024,-0.251091753,y,n
BSU11500,396,0.017676768,0.016555556,0.003364029,0.333294486,0.02020202,0.025055556,0.004988136,-0.973015936,y,n
BSU11510,657,0.01826484,0.018178082,0.002797103,0.031017027,0.01065449,0.013488584,0.002924057,-0.969233444,n,n
BSU11515,141,0.042553191,0.043886525,0.005981744,-0.222900498,0.028368794,0.019340426,0.006755774,1.336392888,n,n
BSU11520,657,0.01369863,0.014633181,0.002411179,-0.387590983,0.03500761,0.032468797,0.003794197,0.669130479,y,n
BSU11525,123,0.024390244,0.018715447,0.005058865,1.121752864,0.008130081,0.006731707,0.005578959,0.250651408,n,n
BSU11530,1122,0.013368984,0.011041889,0.001836077,1.267427529,0.01426025,0.019854724,0.00288097,-1.941871884,n,n
BSU11540,2013,0.019374069,0.016212618,0.001473351,2.145755372,0.030799801,0.028950323,0.002307813,0.801398586,n,n
BSU11549,168,0.035714286,0.028,0.003575121,2.157769306,0.005952381,0.005422619,0.002875144,0.184255836,n,n
BSU11550,900,0.012222222,0.012932222,0.002072202,-0.342630795,0.027777778,0.03049,0.003228531,-0.840079401,n,n
BSU11560,399,0.020050125,0.01866416,0.002816014,0.492172502,0.01754386,0.018546366,0.003757935,-0.266770464,n,n
BSU11570,546,0.012820513,0.013448718,0.00221211,-0.283984514,0.023809524,0.027423077,0.004107345,-0.879778395,n,n
BSU11580,573,0.020942408,0.015792321,0.003002333,1.7153617,0.019197208,0.02565096,0.003719095,-1.735301766,n,n
BSU11590,369,0.021680217,0.021479675,0.003914663,0.051228477,0.024390244,0.028344173,0.00445552,-0.88742254,n,n
BSU11600,636,0.01572327,0.01772956,0.002821898,-0.710971792,0.023584906,0.025586478,0.003556236,-0.562834382,n,n
BSU11610,801,0.011235955,0.010792759,0.001972958,0.224635268,0.02372035,0.028841448,0.003378389,-1.515840437,n,n
BSU11620,852,0.023474178,0.019670188,0.002225878,1.708984075,0.015258216,0.01720892,0.003043615,-0.640916703,n,n
BSU11630,735,0.021768707,0.01877415,0.002585826,1.158066248,0.017687075,0.022028571,0.003236316,-1.341493189,n,n
BSU11640,1845,0.022222222,0.020541463,0.001780353,0.944059281,0.015718157,0.015479675,0.002049088,0.116384449,n,n
BSU11650,711,0.008438819,0.006022504,0.001553303,1.555598415,0.021097046,0.020810127,0.003270092,0.087740344,n,n
BSU11660,618,0.019417476,0.01771521,0.002753754,0.618161738,0.014563107,0.020343042,0.003616717,-1.598116326,n,n
BSU11670,1110,0.011711712,0.013298198,0.001836166,-0.864021012,0.020720721,0.024976577,0.002807218,-1.516040225,n,n
BSU11680,201,0.019900498,0.020084577,0.004710703,-0.039076779,0.039800995,0.030044776,0.006119589,1.594260501,n,n
BSU11690,771,0.015564202,0.017521401,0.00242004,-0.808746337,0.02464332,0.022150454,0.003310426,0.753034869,n,n
BSU11700,1011,0.021760633,0.018165183,0.001981152,1.814828074,0.017804154,0.020931751,0.002779347,-1.12529907,n,n
BSU11710,816,0.018382353,0.018245098,0.002232537,0.061479357,0.024509804,0.022966912,0.003287219,0.469360826,n,n
BSU11720,777,0.021879022,0.019465894,0.002141279,1.12695616,0.018018018,0.023073359,0.003747206,-1.349096049,n,n
BSU11730,684,0.014619883,0.011542398,0.002047795,1.502829019,0.023391813,0.023299708,0.003216996,0.028630744,n,n
BSU11740,447,0.020134228,0.020049217,0.003449062,0.024647574,0.024608501,0.019223714,0.004223934,1.274827433,n,n
BSU11750,489,0.014314928,0.013271984,0.002715808,0.384027315,0.018404908,0.022973415,0.003607745,-1.266305521,n,n
BSU11760,519,0.02504817,0.022077071,0.002449252,1.213063871,0.021194605,0.029292871,0.004867623,-1.66370035,n,n
BSU11770,318,0.022012579,0.02468239,0.003461135,-0.771368637,0.022012579,0.020550315,0.004487954,0.325819774,n,n
BSU11780,387,0.018087855,0.02701292,0.004029944,-2.21468682,0.028423773,0.026656331,0.004782505,0.369564069,n,n
BSU11790,357,0.022408964,0.021512605,0.004093601,0.218965867,0.014005602,0.014106443,0.003063227,-0.032919857,n,n
BSU11798,234,0.017094017,0.012995726,0.003570402,1.147851198,0.017094017,0.022290598,0.004450252,-1.167704893,n,n
BSU11799,207,0.009661836,0.013376812,0.002037117,-1.823643297,0.062801932,0.055120773,0.003518389,2.183146736,n,n
BSU11800,216,0.046296296,0.047194444,0.003577002,-0.251089706,0.00462963,0.006162037,0.003721269,-0.411796864,n,n
BSU11810,255,0.02745098,0.024733333,0.003165079,0.858634815,0.043137255,0.047086275,0.004194603,-0.941452586,n,n
BSU11820,2280,0.014473684,0.013446053,0.001313325,0.782465409,0.023684211,0.022507895,0.002022026,0.581751071,n,n
BSU11839,255,0.011764706,0.013937255,0.003280513,-0.662258901,0.02745098,0.027854902,0.005080012,-0.079512017,n,n
BSU11840,423,0.023640662,0.020664303,0.002806504,1.060521917,0.01891253,0.018406619,0.003766769,0.134309005,n,n
BSU11850,516,0.019379845,0.020905039,0.002974656,-0.512729467,0.01744186,0.016722868,0.003564386,0.201715531,n,n
BSU11860,723,0.012448133,0.01179668,0.002042789,0.318903539,0.019363762,0.022279391,0.003432409,-0.849441113,n,n
BSU11870,1122,0.016042781,0.01437344,0.002032803,0.821201282,0.02228164,0.022003565,0.002401115,0.115810756,n,n
BSU11880,1173,0.011935209,0.013258312,0.001925325,-0.687210376,0.017902813,0.01844757,0.002585507,-0.210696361,n,n
BSU11890,546,0.023809524,0.020930403,0.002663517,1.080947188,0.023809524,0.027027472,0.003853289,-0.835117246,n,n
BSU11900,1191,0.015952981,0.019198153,0.002212824,-1.466529482,0.017632242,0.019685139,0.002406269,-0.853145349,n,n
BSU11910,1230,0.029268293,0.025195122,0.001815556,2.243484125,0.047154472,0.05074065,0.003157064,-1.135921737,n,n
BSU11920,321,0.018691589,0.018897196,0.003804114,-0.054048666,0.015576324,0.021688474,0.004758192,-1.284552967,n,n
BSU11929,174,0.028735632,0.02795977,0.004003484,0.193796666,0.011494253,0.018149425,0.004352702,-1.528974764,n,n
BSU11930,462,0.015151515,0.018948052,0.00269916,-1.406562252,0.019480519,0.023512987,0.004434022,-0.909437892,n,n
BSU11940,504,0.015873016,0.016496032,0.002561808,-0.243193802,0.035714286,0.043154762,0.003712492,-2.004172671,n,n
BSU11950,285,0.028070175,0.025336842,0.002329041,1.173587132,0.056140351,0.050663158,0.004582925,1.1951304,n,n
BSU11960,528,0.013257576,0.0155,0.002419337,-0.926875526,0.024621212,0.024037879,0.004167518,0.139971321,n,n
BSU11970,318,0.044025157,0.03677673,0.003189932,2.272282812,0.028301887,0.028056604,0.003921967,0.062540818,n,n
BSU11980,756,0.022486772,0.022411376,0.002328512,0.032379623,0.034391534,0.032189153,0.003262898,0.67497697,n,n
BSU11990,348,0.025862069,0.023534483,0.003413754,0.681826088,0.028735632,0.030287356,0.004618293,-0.335995103,n,n
BSU12000,1947,0.020544427,0.021892655,0.001650497,-0.816861817,0.022085259,0.02542681,0.002181123,-1.53203266,n,n
BSU12010,1953,0.02406554,0.023729647,0.001589885,0.211268948,0.01843318,0.018094214,0.001961589,0.172801749,n,n
BSU12020,948,0.015822785,0.016254219,0.002195525,-0.196506235,0.021097046,0.026932489,0.003251355,-1.794772769,n,n
BSU12030,483,0.031055901,0.027010352,0.002954155,1.369443926,0.01863354,0.021445134,0.004036809,-0.696489194,n,n
BSU12040,507,0.021696252,0.023609467,0.002728042,-0.701314596,0.033530572,0.033723866,0.004213232,-0.045877849,n,n
BSU12050,396,0.02020202,0.015628788,0.003322421,1.376475994,0.01010101,0.018957071,0.004289092,-2.064786902,n,n
BSU12060,480,0.033333333,0.029129167,0.003119382,1.347755999,0.0125,0.01611875,0.002963797,-1.220984454,n,n
BSU12069,195,0.025641026,0.023517949,0.002527154,0.840106181,0.030769231,0.032015385,0.005307189,-0.23480489,n,n
BSU12070,330,0.018181818,0.021672727,0.004532439,-0.770205449,0.024242424,0.023018182,0.00524845,0.233257836,n,n
BSU12080,990,0.028282828,0.028222222,0.002330626,0.026004079,0.005050505,0.011875757,0.002445991,-2.790382674,n,n
BSU12100,1404,0.021367521,0.019814103,0.001656906,0.937541901,0.031339031,0.034673077,0.002547432,-1.308786909,n,n
BSU12110,474,0.021097046,0.021299578,0.002637001,-0.076803933,0.016877637,0.023989451,0.003890538,-1.8279771,n,n
BSU12120,168,0.029761905,0.034529762,0.003580152,-1.331747117,0.005952381,0.014535714,0.005486163,-1.564542117,n,n
BSU12130,900,0.018888889,0.018195556,0.002175753,0.318663734,0.024444444,0.026864445,0.003014712,-0.802730287,n,y
BSU12140,399,0.020050125,0.023300752,0.003553953,-0.91465094,0.007518797,0.013270677,0.003809429,-1.50990598,n,n
